title,category
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
 폭력사태    폭스콘  공장 떠나면    만원 지급 ,World
추수감사절 앞두고   명 사살    월마트 총기난사 용의자는 매장 매니저,World
 공급망 비상  애플   정저우 폭스콘 공장에 직원 파견,World
   방역 고삐 죄면서 경기부양 돈 풀기,World
영국 떠나 독립하려던 스코틀랜드  이번엔 대법원에 막혔다,World
 연임 시진핑  사회주의국 정상 연쇄 초청 북한은 언제 ,World
감염자 폭증에 결국 또 봉쇄 베이징서 재현된  패닉 바잉 ,World
 폭스콘  시위 벌인 신규 노동자에  즉시 떠나면    만원 줄게 ,World
 냉전 덕분    밀착 강화하는   유럽 경제,World
 푸틴 심각한 타격 생명 위협 느낄정도  러시아에 무슨일이 ,World
신규 감염자 역대 최다 중국  올봄  팬데믹 과 다른 점은,World
 봉쇄 그만  임금 내놔   대규모 시위에   폭스콘  퇴사시    만원  제안,World
정저우공장 시위 얼마나 심각하길래 애플도 직원 파견 종합 ,World
  코로나 감염자  년만에 최고 방역 고삐 풀렸나,World
푸틴  징집 가족 면담 거부 확산  계획된 자리 안 간다 ,World
    러시아  테러지원국   겨울 노린 공습 계속,World
 본선은 못 올랐지만     월드컵 실리 챙기기,World
   나발니에 썼던 노비촉처럼 러  화학무기 우려 ,World
위기의  기시다   백지 영수증  문제 인정    내년 초 국회 해산  소문도,World
우크라 전황  겨울에 바뀌나 러  우크라 인프라 시설 집중 타격,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
 전차군단  독일 이긴 일본  한국에 행운의  한 마디 ,World
   우크라에 드론용 대공포 등  억 달러 규모 추가 군사지원 종합 ,World
뉴욕증시        속도 조절  언급에 상승 마감 테슬라    가까이 급등,World
    러시아  테러지원국   겨울 노린 공습 계속,World
테슬라       니콜라         전기차 일제  종합 ,World
러  미사일   발 발사 우크라 전 지역에서 정전,World
 월드컵    상대 역전승 거둔   시부야 메운 열기에  감개무량 ,World
정저우 공장 노동자 시위에도 애플 상승한 이유는  상보 ,World
러  공습으로 우크라 전역에 전력 식수 차단   원전 가동도 한시 중단키로,World
연준  금리인상 속도조절 필요  달러 강세 미 경제 부담,World
교황  우크라   스탈린이 부른 대기근과 비슷 ,World
  년만의 인플레 속  블프    지갑 닫을까 열까  힘들어도 블프 ,World
빅터차  북  미 확장억제 신뢰성에 의구심 키우려      발사 ,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  연준  금리 인상 속도 늦춰야    경기침체 가능성 언급,World
러 대대적 공습 속    첨단 요격미사일 등 우크라 추가 지원,World
 한 지붕 두 대통령  베네수엘라   년여만에 협상 재개,World
 영하   도  겨울전쟁서 반전 노리는 러 우크라 전기 집중 타격,World
러시아군 미사일   발 공습   명 사망  곳곳 정전,World
  년전 호수에 풀어놨는데     초대형 금붕어로 자랐다,World
파우치 알레르기 전염병연구소장의  마지막 당부   백신 꼭 맞으세요 ,World
멈춰 선   베이징 우리 기업 교민 피해 커질까 우려,World
빈 살만도 가족과  덩실덩실  사우디 승리 순간,World
사우디  아르헨 꺾었다  기적 대이변  열광의 도가니,World
우크라 전역에 공습 경보 키이우  하르키우  드니프로 등에 미사일,World
     원숭이두창  대신   두창 으로 명칭 바꾼다,World
사우디  아르헨 잡고 대이변 중동이 들썩,World
 러  우크라 산부인과 병동 폭격 신생아 숨졌다  젤렌스키  공포와 살인 ,World
   노마스크  월드컵에 허탈    같은 시대 다른 세상 ,World
에르도안  시리아 북부 쿠르드 지역 지상침공 다짐,World
푸틴  전쟁터에   만명 더 보내나  실행하면 몰락할 수도 ,World
 영상     가데나 공군기지서 대북 위력시위        등   여대 동원,World
 못 살겠다  대탈출 폭스콘 이젠 집단시위,World
 나 마크롱인데  개그맨에게 낚인 폴란드 대통령,World
