title,category
 럭키 칠곡 포즈  때문  칠곡  로또  등  장 당첨에 화제,social
충남 화물연대 당진 현대제철서 파업 출정  철강제품 운송 중단,social
이정식 고용장관  화물연대 운송거부  즉시 철회해야 대응 총력 ,social
조두순 결국 선부동 이사 접었다 보증금과    만원 위약금 수령,social
정진상 구속적부심  청구 이유 없다  기각     수사 힘 실려 종합 ,social
한덕수 총리 김여정  막말 담화 에  최소한 예의도 없어 유감 ,social
일본서 돌아온 류성룡의 달력 이순신  최후 순간  담아,social
지방의회 의원  후원회 불허  조항 헌재  헌법불합치 ,social
광명 아내   두 아들 살해한   대 남편  국민참여재판 신청,social
법원  정진상 구속적부심 기각   월 초 구속기소 유력,social
이혼한 성전환자 미성년 자녀 있어도  성별 변경 허락 ,social
헌법재판소  아동 성학대 전과자 공무원 영구 임용 제한은 부당 ,social
국회의원은 허용된 후원회  지방의원은 금지 헌재  차별  종합 ,social
대구 광주  공항 특별법  연내 제정 협력 달빛동맹 협약,social
헌재  육군훈련소 종교행사 참석 강제  종교 자유 침해 ,social
 살인사건  단초 개인정보 이석준에 넘긴 공무원  심도 징역  년,social
한국 민주노총  조합원   명 중    명   정부 노동시간 정책에 부정적 ,social
인천 층간소음 흉기난동   대  심도 징역   년,social
검찰  박지원  수사팀 판단에 의해 필요한 시점에 조사 받을 것 ,social
대구 학교 비정규직 노동자   일 파업   개 직종     명 중      참여,social
당진영덕고속도로 수리티터널서  중 추돌  명 경상,social
 속보 헌재  육군훈련소 내 종교행사 참석 강제는 위헌 ,social
 숙소에서 술 한잔할까  가이드에 추태 부린 완주군 이장  사직서 제출,social
철도노조 준법투쟁에 열차 지연 이어져    표 바꾸기도 어려워 ,social
  번방  조주빈   년 전 강제추행으로 징역  개월 추가,social
  일부터 서울 청계천에 자율주행버스 운행  최대  명 무료 탑승,social
 자율주행    시리야   일상이 된    와 가상인간 ,social
 이재명 최측근  정진상 구속 유지    겨냥  검찰 수사도 탄력,social
낙태약 먹고 낳은 아이  변기물 방치해 숨지게 한 부부 항소심도  집유 ,social
 잠깐 자러갔다  날 못믿나   주    회 무인텔 드나든 아내,social
전남 관광지    세 이상 시니어 세대 각광,social
  년 만에 다시 멈추나 대구지하철노조    월  일 전면파업  종합 ,social
 속보     이재명 측근  정진상 적부심 기각 구속 유지,social
보이스피싱 돈 받아 조직 몰래 가로챈   대 현금 수거책,social
 광명 세모자 살해    대 가장  국민참여재판 신청 내일 심리 예정,social
 내일 급식은 밥 대신 도넛  제주 학교   곳 급식  차질  우려,social
   최측근  정진상 적부심 기각  법원  구속 유지 ,social
한총리   국조 증인 채택시 출석   질문에  국회 존중은 당연 ,social
 속보     이재명 측근  정진상 적부심 기각 구속 유지,social
보이스피싱 돈 받아 조직 몰래 가로챈   대 현금 수거책,social
 광명 세모자 살해    대 가장  국민참여재판 신청 내일 심리 예정,social
 내일 급식은 밥 대신 도넛  제주 학교   곳 급식  차질  우려,social
   최측근  정진상 적부심 기각  법원  구속 유지 ,social
한총리   국조 증인 채택시 출석   질문에  국회 존중은 당연 ,social
 술 한잔하자  제주도서 추태 완주군 이장  사직서 제출,social
 만원에  스토킹 피해자  주소 넘긴 공무원   심도 징역  년,social
헌법재판소  육군훈련소 내 종교 행사 참석 강제는 위헌 ,social
 이재명 최측근  정진상 적부심 기각 구속 유지,social
뜨거웠던 유엔기후변화협약 총회  우린 언론은 이렇게 다뤘다,social
화물연대 총파업 첫날 인천 노동자     가까이 동참 물류차질 불가피,social
경찰청  진해구 경찰병원 분원 건립 후보지 현장 실사,social
급식 돌봄대란 우려 내일 학교비정규직연대 총파업,social
 아들 죽이겠다  신고하더니 흉기 들고 난동   대  왜,social
 청담동 술자리는 거짓말  첼리스트  경찰 진술,social
 이승기 사태  이선희는 방관자였나   그 역시 을  권진영 심부름도 ,social
서울시  반지하에서 이주 시 최대  년간 월   만 원 지원 ,social
미성년 자녀 둔 성전환자 대법  성별 변경 허용  종합 ,social
경찰  음주차량 바리케이트로 막은 용감한 시민에 표창장,social
  년전 잃은   개월 자식 목숨값이    만원 ,social
현역 공군 대위  만취 상태로 시민  명 때려 현행범 체포,social
 안전운임제 확대하라  인천서도 화물연대 총파업,social
지하철 기다리던    명 이마  퍽  만취 공군 대위 체포,social
 주민자치위원 신분 선거운동  원주지역 시 도의원  명  심 당선 무효형,social
철도노조 태업 첫날 무궁화 새마을호  대   분까지 지연,social
  보  헌재  지방의원 후원회 금지한 정치자금법 개정해야 ,social
갓난아이 변기 물에 방치 살해 비정한 부모  항소심도 집유,social
크리스마스 앞둔  밀크플레이션  깊어가는 카페 사장님 고민,social
작년 성인 비만 당뇨병 줄고  고콜레스테롤혈증 늘었다,social
홍준표 대구시장 강기정 광주시장  대구 경북 하늘길 함께 연다,social
 이재명 최측근  정진상 적부심 기각   구속 유지 종합 ,social
화물연대 총파업 화물차 멈췄다 광주 전남 물류대란 비상 종합 ,social
    진    월   일 전방 사단 신병교육대 입대,social
홍준표  내일      묘지  참배 오월단체  사과없는 참배 막는다 ,social
 직장선배 결혼식서 축의금  만원 냈더니 불편한 말 내 잘못  ,social
최문순  알펜시아 입찰 방해 혐의  서울중앙지검 수사,social
 부산일보 오늘의 운세    월   일 토요일 음   월  일 ,social
이혼한 성전환자 미성년 자녀 있어도  성별변경 허가  종합 ,social
 성전환한 아빠  성별 바꿀 수 있나 대법  성별 변경 허용 ,social
홍준표  내일      묘지  참배 오월단체  사과없는 참배 막는다 ,social
 직장선배 결혼식서 축의금  만원 냈더니 불편한 말 내 잘못  ,social
최문순  알펜시아 입찰 방해 혐의  서울중앙지검 수사,social
 부산일보 오늘의 운세    월   일 토요일 음   월  일 ,social
이혼한 성전환자 미성년 자녀 있어도  성별변경 허가  종합 ,social
 성전환한 아빠  성별 바꿀 수 있나 대법  성별 변경 허용 ,social
 부산일보 오늘의 운세    월   일 금요일 음   월  일 ,social
전북시민교육단체  후배 여교사 성폭력 가해교사 파면 촉구,social
법원  정진상 구속적부심 기각     수사 힘 실릴 듯,social
  측근 정진상  구속적부심 기각  구속 유지,social
갭투자로만    채 매입    보증금    억 가로챈 전세사기범 구속,social
일회용품 사용 제한 확대 첫날 곳곳서  혼란   불만  목소리,social
내일부터 청계천에 자율주행 버스 달린다,social
 응원후 귀갓길 재촉하지 마세요  대중교통 증편 연장,social
문 열린 채 한강 건넌  위험천만   호선  안전불감증  사고 우려 커진다,social
갭투자    억원 꿀꺽 광주경찰  전세보증금 가로챈   대 구속,social
아랫집에 비둘기 우글우글 항의하니  내 집서 밥주는데 뭔 상관 ,social
강제추행으로 추가 기소된 조주빈 강훈  심서 징역  개월,social
규제완화에도 하락폭 더 커진 대구 아파트 값 전주 대비       ,social
대법  미성년 자녀 둔 성전환자 성별 변경 허가해야    년만에 판례 변경,social
선거법 공소시효 코앞 긴장하는 서울 구청장들,social
 속보   이재명 측근  정진상 구속적부심 기각 검찰 수사 탄력,social
경찰   윤석열 퇴진  외친 촛불중고생시민연대 수사 교육부가 신고,social
늘어나는 고령운전자 사고      만원짜리 교통카드론 안 된다,social
민주노총 화물연대 총파업   평택항 주요 출입구서 철야집회 지속,social
 박사방  조주빈  강제추행 징역  개월  앞선 징역   년 고려,social
법원  정진상 구속적부심 기각   이재명 수사 가속화될 듯,social
아빠가 여성이라고   법원  배우자 미성년 자녀 있어도 성별 변경 허용 ,social
 이재명 최측근  정진상 적부심 기각 구속 유지,social
  보   이재명 최측근  정진상 적부심 기각 구속 유지,social
만취 상태로 지하철서 여성  명 뒤통수  퍽  잡고보니 현역 공군 대위,social
시멘트업계  화물연대 총파업에  명분없어   운임제 도입해야 ,social
서울시  반지하 가구 지상층 이주 시  년간 월   만원 지원,social
화물연대 파업에 현대제철     톤 물량 발묶여,social
 포착  아픈 몸 이끌고       만 원 기부   나누며 살래요 ,social
   국회 본관 압수수색  뇌물 혐의  노웅래 이메일 포렌식 착수,social
내년부터  학생 생리대 무상 지원   내년  억  천만원 지원,social
인터넷 생방 도중  동료 성폭행한        징역  년 구형,social
새벽시간 혼자 있는 편의점  점원에게 성기 노출한   대 남성 체포,social
화물연대 파업 첫날  정부  업무개시명령 으로 맞불 종합 ,social
